34.4972677251,12.6556511492,39.5776680195,4.082620633,587.9510539684
31.9262720264,11.1094607287,37.2689588683,2.6640341821,392.2049334443
33.0009147556,11.3302780578,37.1105974421,4.1045432024,487.5475048675
34.3055566298,13.7175136651,36.7212826779,3.1201787827,581.8523440352
33.3306725236,12.7951885511,37.5366533006,4.4463083184,599.4060920458
33.8710378793,12.0269253398,34.4768776293,5.4935072014,637.1024479151
32.0215955014,11.3663483097,36.6837761529,4.6850172466,521.5721747578
32.7391429384,12.351958973,37.3733588585,4.4342734349,549.9041461053
33.9877728957,13.3862352757,37.5344973416,3.2734335777,570.2004089636
31.9365486184,11.814128295,37.1451682235,3.2028060716,427.1993848953
33.992572775,13.3389754477,37.2258061316,2.4826077705,492.606012718
33.8793608248,11.5847829995,37.087926071,3.7132092029,522.3374046069
29.5324289671,10.9612984002,37.420215575,4.0464231643,408.6403510726
33.1903340437,12.9592260916,36.1446667,3.9185418392,573.4158673314
32.3879758532,13.1487256921,36.6199570828,2.4945436467,470.452733301
30.7377203726,12.636606052,36.2137630937,3.3578468423,461.7807421962
32.1253868973,11.7338616909,34.8940927514,3.1361327165,457.8476959449
32.3388993231,12.013194694,38.3851365941,2.4208061609,407.7045475495
32.1878120459,14.7153875442,38.2441145943,1.5165755808,452.31567548
32.6178560628,13.9895925558,37.1905038004,4.0645485504,605.0610388049
32.9127851112,11.3654920255,37.6077925242,4.5999373576,534.705743806
33.5030872567,12.8779836963,37.4410213356,1.55915194,419.9387748392
31.5316044826,13.3785627842,38.7340062899,2.2451477874,436.5156057294
32.9032509734,11.6575759221,36.7726037613,3.9193023086,519.3409891308
34.5075509985,12.8936695041,37.6357558779,5.7051539706,700.9170916174
33.0293319535,11.7658126455,37.7385249456,2.721735992,423.1799916806
33.5412313131,12.7838917843,36.430649621,4.6481993164,619.8956398616
32.3359896374,13.0078194244,37.8517791694,2.9963645263,486.8389347651
33.1102050577,11.982044994,35.2930877544,3.9234887455,529.5376653369
33.1054379425,11.965020003,37.2778117421,4.7425775196,554.7220838331
33.2419004345,12.3054178134,36.163648171,3.0623681453,497.5866713004
33.4610562955,10.8691638141,35.6224424206,3.4714134525,447.6879065361
32.1755012379,13.3874921056,35.6941749857,4.3430629154,588.7126055096
32.7283600031,13.1045072429,38.8780405068,2.820097234,491.0732236795
32.8203099454,11.6348932526,35.3686263254,4.1245852967,507.4418323396
33.6160378928,11.9363864999,38.768640998,3.6492861577,521.8835731665
31.7216523605,11.7550237031,36.7657223579,1.8473704233,347.7769266319
32.8653271749,11.9844175236,37.0443614003,3.4523885826,490.738632144
32.7493681811,9.9549759692,37.3883148672,4.6504912691,478.1703340541
32.5672304803,12.4890132157,36.3714798141,4.2224362253,537.8461952696
32.0705462209,11.7331062204,37.5342910111,4.6712754609,532.7517875818
33.0195479857,10.6345613179,37.4966901456,4.6461199766,501.8744302843
33.792039075,12.507525374,37.1428619846,4.214495086,591.1971781806
32.8939806218,11.5298782058,36.8880860542,4.6432585498,547.244343416
32.0444861274,13.4149347359,36.1124350108,2.2586863869,448.2298291866
34.5557679947,12.170525425,39.1310967337,3.6631054913,549.8605904645
34.5645577062,13.1465514329,37.3354458943,3.8768751769,593.9150029683
32.7267845979,12.9885101472,36.4620032585,4.1132261227,563.6728733601
33.117218733,11.8641263589,36.5827277654,3.2025311992,479.7319490859
31.6610498227,11.3980641901,36.5944567001,3.1983992717,416.3583535799
33.2563354698,13.8580624621,37.7802646872,5.976768126,725.5848140557
33.900224414,10.9567909678,37.2668782594,2.9526689579,442.6672517386
34.187774827,10.3201162551,37.4534051015,2.0948917061,384.6265715694
33.7620692391,9.9845143965,35.933449301,3.8554716846,451.4574468676
34.3901636643,12.6451951408,38.4683211059,2.8745969103,522.4041412596
33.9252966012,11.5886554234,35.2522420224,3.3920504891,483.673308019
32.688229296,13.7615328471,39.2529309504,2.9957611826,520.8987944502
34.3018702154,10.5682946856,36.173125632,3.3152247539,453.1695023547
32.8439302227,11.8322862229,36.8140105625,3.4719191365,496.6507080686
33.7549947283,12.0641566322,37.2712216925,3.9705556281,547.365140594
33.8797842897,12.4955916024,38.0526097526,4.6393203319,616.8515229667
33.0765356071,9.6073146875,36.4939925467,5.0812100925,507.2125690007
32.2272991364,13.7286271774,37.9970280096,4.8026306305,613.5993233689
32.7897726183,11.6700659191,37.4087484767,3.4146884225,483.1597207845
32.7726099296,13.2763130082,36.6007770543,3.4622988475,540.2634004105
34.3742580452,15.1269942888,37.1576240941,5.3775935836,765.5184619388
33.0787172147,12.695789749,35.3584443072,4.0017863458,553.6015346845
32.805220401,11.8354760876,36.3750661064,3.4395905596,469.3108614953
32.4307579301,11.3062323447,37.6804032281,2.7795207193,408.6201878298
32.1790999726,11.1875389109,40.0051816381,3.5526497674,451.5756851595
33.1541757883,11.887494134,36.265000697,2.602287112,444.9665516533
34.3358958398,12.2289347111,36.1571911511,4.6943222744,595.8228366992
32.3862518556,10.6746534727,38.0065831795,3.4015223445,418.1500810969
32.8086975927,12.8171130903,37.0315392168,3.8515788004,534.7771880994
33.879744968,13.587806083,38.2603534427,3.2581128829,578.2416050584
32.0498393905,12.23805735,38.7308617354,3.1205689148,478.7193568742
33.5552074214,11.5518211662,36.6288342928,2.8379431641,444.2859074976
33.1420793273,11.4333799333,35.8924316344,4.4702825841,544.7798637194
32.5971826598,10.8895668634,38.2125708341,4.442054329,488.7860610939
33.167136877,11.9288420939,36.9146333114,3.1649439953,475.7590677883
31.5147378578,12.5956713051,39.6003764659,3.7517345521,489.8124879965
34.5940211495,10.9472585842,35.883994387,3.159754444,462.8976361529
33.5013698221,13.8980819935,37.0589128165,4.1305628092,596.4301726172
32.402371018,10.8755595482,37.78114256,1.9140899242,338.3198626415
34.6554856796,10.338072695,36.1572559442,4.3966519011,533.5149352552
31.8093003167,11.6346682179,36.1825392824,5.1133194749,536.7718993628
33.8777793001,12.5176662874,37.151920661,2.6699416243,487.379306017
34.4478714365,10.6077238709,36.8190955132,3.3664637434,473.728966513
31.9563005605,12.828893395,36.9516166842,4.5712130238,547.1259317472
32.6055836416,12.0688160797,36.1050004999,3.9174511191,505.1133435399
32.4914466031,12.5303573735,37.8752191,2.4761390506,449.0703194428
33.6160185526,13.516284297,36.7731234937,4.1255843633,611.0000251041
33.471600527,11.6622634312,36.050240782,3.9972553776,515.8288148548
33.7106530591,13.6647478752,37.7243861576,1.36267408,439.0747667416
32.1977237974,11.8302310949,36.6338567023,4.1933246355,514.0889577466
32.4612124451,13.2911430454,38.6336256516,3.8710034002,543.3401662567
33.790387207,11.9423408695,38.0634135868,4.0818026948,521.1429518104
34.1838205206,13.3499129444,37.8273942279,4.2520061056,614.7153338263
32.2886669091,12.0201120912,39.0744002113,3.9117086684,507.3900617899
33.8263520091,12.0840917308,35.8903579557,3.0216718217,495.2994425473
